adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000950170-24-121063	1598646	MINERVA NEUROSCIENCES, INC.	2834	US	MA	WALTHAM	02451	1601 TRAPELO ROAD	SUITE 286	617-600-7373	US	MA	WALTHAM	02451	1601 TRAPELO ROAD	SUITE 286	US	DE	260784194			4-NON	0	1231	10-Q	20240930	2024	Q3	20241105	2024-11-05 07:00:00.0	0	1	nerv-20240930_htm.xml	1	
0001437749-24-032441	1415744	NORTHERN MINERALS & EXPLORATION LTD.	1040	US	TX	CISCO	76437	1301 AVENUE M		254-442-2627	US	TX	CISCO	76437	P.O. BOX 31		US	NV	000000000	PUNCHLINE RESOURCES LTD.	20120910	4-NON	0	0731	10-K	20240731	2024	FY	20241029	2024-10-29 15:06:00.0	0	1	nmex20240731_10k_htm.xml	1	
0001213900-24-098172	1297341	KENTUCKY FIRST FEDERAL BANCORP	6035	US	KY	HAZARD	41702	479 MAIN STREET		(606) 436-3860	US	KY	HAZARD	41702	479 MAIN STREET				611484858	KENTUCKY FIRST FEDERAL BANCORP INC	20040715	4-NON	0	0630	10-Q	20240930	2025	Q1	20241114	2024-11-14 13:29:00.0	0	1	ea0220825-10q_kentucky_htm.xml	1	
0001829126-24-008430	1624517	YUENGLINGS ICE CREAM CORP	7389	US	IL	MOKENA	60448	8910 WEST 192ND STREET, SUITE N		404-885-6045	US	IL	MOKENA	60448	8910 WEST 192ND STREET, SUITE N		US	NV	471893698	YEUNGLINGS ICE CREAM CORP	20210920	4-NON	0	1231	10-Q	20240630	2024	Q2	20241219	2024-12-19 17:27:00.0	0	1	yuenglingsice_10q_htm.xml	1	
0001628280-24-051377	1520358	MAMA'S CREATIONS, INC.	2013	US	NJ	EAST RUTHERFORD	07073	25 BRANCA ROAD		201-531-1212	US	NJ	EAST RUTHERFORD	07073	25 BRANCA ROAD		US	NV	270607116	MAMAMANCINI'S HOLDINGS, INC.	20130401	4-NON	0	0131	10-Q	20241031	2025	Q3	20241216	2024-12-16 16:03:00.0	0	1	mama-20241031_htm.xml	1	
0001530721-24-000125	1530721	CAPRI HOLDINGS LTD	3100	GB		LONDON	W1T 4EZ	90 WHITFIELD STREET	2ND FLOOR	44 207 632 8600	GB		LONDON	W1T 4EZ	90 WHITFIELD STREET	2ND FLOOR	VG		000000000	MICHAEL KORS HOLDINGS LTD	20110920	1-LAF	0	0331	10-Q	20240930	2025	Q2	20241107	2024-11-07 16:13:00.0	0	1	cpri-20240928_htm.xml	1	
0001701478-24-000012	1701478	AZITRA, INC.	2834	US	CT	BRANFORD	06405	21 BUSINESS PARK DRIVE, SUITE 6		(203) 489-0183	US	CT	BRANFORD	06405	21 BUSINESS PARK DRIVE, SUITE 6		US	DE	464478536	AZITRA INC	20170320	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 17:02:00.0	0	1	aztr-20240930_htm.xml	1	
0001327318-24-000046	1327318	TRUECAR, INC.	7370	US	CA	SANTA MONICA	90401	225 SANTA MONICA BLVD, 12TH FLOOR		800-200-2000	US	CA	SANTA MONICA	90401	225 SANTA MONICA BLVD, 12TH FLOOR		US	DE	043807511	ZAG COM INC	20050516	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 08:22:00.0	0	1	true-20240930_htm.xml	1	
0001213900-24-096912	1795091	OS THERAPIES INC	2834	US	MD	ROCKVILLE	20850	15825 SHADY GROVE ROAD	SUITE 135	410-297-7793	US	MD	ROCKVILLE	20850	15825 SHADY GROVE ROAD	SUITE 135	US	DE	825118368	OS THERAPIES INC	20191125	4-NON	0	1231	S-1	20240630			20241112	2024-11-12 17:12:00.0	1	1	ea0220575-01_htm.xml	1	
0000107687-24-000037	107687	WINNEBAGO INDUSTRIES INC	3716	US	MN	EDEN PRAIRIE	55347	13200 PIONEER TRAIL		952-829-8600	US	MN	EDEN PRAIRIE	55347	13200 PIONEER TRAIL		US	MN	420802678	MODERNISTIC INDUSTRIES INC	19670528	1-LAF	0	0831	10-Q	20241130	2025	Q1	20241220	2024-12-20 16:08:00.0	0	1	wgo-20241130_htm.xml	1	
0001213900-24-108464	1784970	NEXT TECHNOLOGY HOLDING INC.	7374	CN		NANSHAN DISTRICT, SHENZHEN	518000	RM 519, 05/F, BLOCK T3, QIANHAI PREMIER	FINANCE CENTRE UNIT 2, GUIWAN AREA	852 96369080	CN		NANSHAN DISTRICT, SHENZHEN	518000	RM 519, 05/F, BLOCK T3, QIANHAI PREMIER	FINANCE CENTRE UNIT 2, GUIWAN AREA	US	WY	000000000	WETRADE GROUP INC.	20240402	4-NON	0	1231	10-Q/A	20240630	2024	Q2	20241212	2024-12-12 17:25:00.0	0	1	ea0219811-10qa2_nexttech_htm.xml	1	
0000950170-24-123236	849145	HERITAGE GLOBAL INC.	7389	US	CA	SAN DIEGO	92130	12625 HIGH BLUFF DRIVE	SUITE 305	858-847-0655	US	CA	SAN DIEGO	92130	12625 HIGH BLUFF DRIVE	SUITE 305	US	FL	592291344	COUNSEL RB CAPITAL INC.	20110121	4-NON	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 16:00:00.0	0	1	hgbl-20240930_htm.xml	1	
0001522767-24-000091	1522767	MARIMED INC.	2833	US	MA	NORWOOD	02062	10 OCEANA WAY	2ND FLOOR	781-277-0007	US	MA	NORWOOD	02062	10 OCEANA WAY	2ND FLOOR	US	DE	274672745	WORLDS ONLINE INC.	20110608	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 17:06:00.0	0	1	mrmd-20240930_htm.xml	1	
0000950170-24-125481	1761918	ERASCA, INC.	2834	US	CA	SAN DIEGO	92121	10835 ROAD TO THE CURE, SUITE 140		(858) 465-6511	US	CA	SAN DIEGO	92121	10835 ROAD TO THE CURE, SUITE 140		US	DE	831217027			4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:21:00.0	0	1	eras-20240930_htm.xml	1	
0001521945-24-000157	1521945	PROSPECT FLOATING RATE & ALTERNATIVE INCOME FUND, INC.		US	NY	NEW YORK	10016	10 EAST 40TH STREET, 42ND FLOOR		212-448-0702	US	NY	NEW YORK	10016	10 EAST 40TH STREET, 42ND FLOOR		US	MD	452460782	PROSPECT SUSTAINABLE INCOME FUND, INC.	20220112	4-NON	0	0630	10-Q	20240930	2025	Q1	20241114	2024-11-14 15:23:00.0	0	1	pfloat-20240930_htm.xml	1	
0000793074-24-000064	793074	WERNER ENTERPRISES INC	4213	US	NE	OMAHA	68138	14507 FRONTIER ROAD		4028956640	US	NE	OMAHA	68145	P.O. BOX 45308		US	NE	470648386			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 09:01:00.0	0	1	wern-20240930_htm.xml	1	
0000107263-24-000095	107263	WILLIAMS COMPANIES, INC.	4922	US	OK	TULSA	74172	ONE WILLIAMS CTR		9185732000	US	OK	TULSA	74172	ONE WILLIAM CENTER		US	DE	730569878	WILLIAMS COMPANIES INC	19920703	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 16:19:00.0	0	1	wmb-20240930_htm.xml	1	
0001326190-24-000050	1326190	ALTIMMUNE, INC.	2834	US	MD	GAITHERSBURG	20878	910 CLOPPER ROAD	SUITE 201S	2406541450	US	MD	GAITHERSBURG	20878	910 CLOPPER ROAD	SUITE 201S	US	DE	202726770	PHARMATHENE, INC	20071016	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:07:00.0	0	1	alt-20240930x10q_htm.xml	1	
0001104659-24-122177	2006986	ADAGIO MEDICAL HOLDINGS, INC.	3841	US	CA	LAGUNA HILLS	92653	26051 MERIT CIRCLE	SUITE 102	212-284-2300	US	CA	LAGUNA HILLS	92653	26051 MERIT CIRCLE	SUITE 102	US	DE	000000000	AJA HOLDCO, INC.	20240104	4-NON	0	1231	POS AM	20240930			20241122	2024-11-22 17:19:00.0	0	1	adgm-20240930xs1a_htm.xml	1	
0001213900-24-097601	1708176	HALL OF FAME RESORT & ENTERTAINMENT CO	7990	US	OH	CANTON	44718	2626 FULTON DRIVE NW		(412) 960-4687	US	OH	CANTON	44718	2626 FULTON DRIVE NW		US	DE	843235695	GORDON POINTE ACQUISITION CORP.	20180122	4-NON	0	1231	10-Q	20240930	2024	Q3	20241113	2024-11-13 17:19:00.0	0	1	ea0220327-10q_hallof_htm.xml	1	
0001558370-24-015004	746514	NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP	6513	US	MA	ALLSTON	02134	39 BRIGHTON AVE		6177830039	US	MA	ALLSTON	02134	39 BRIGHTON AVE		US	MA	042619298			2-ACC	0	1231	10-Q	20240930	2024	Q3	20241108	2024-11-08 13:10:00.0	0	1	nen-20240930x10q_htm.xml	1	
0000950170-24-123299	709337	FARMERS NATIONAL BANC CORP /OH/	6022	US	OH	CANFIELD	44406	20 S BROAD STREET	P O BOX 555	3305333341	US	OH	CANFIELD	44406	20 S BROAD STREET	PO BOX 555	US	OH	341371693			2-ACC	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 16:07:00.0	0	1	fmnb-20240930_htm.xml	1	
0001477932-24-006707	846377	TOTALIGENT, INC.	6153	US	FL	BOCA RATON	33431	2255 GLADES ROAD	SUITE 324A	561-988-2621	US	FL	BOCA RATON	33431	2255 GLADES ROAD	SUITE 324A	US	DE	800142655	ALLTEMP, INC.	20170428	4-NON	0	1231	10-K	20231231	2023	FY	20241029	2024-10-29 14:56:00.0	0	1	totaligent_10k_htm.xml	1	
0000750004-24-000064	750004	LIGHT & WONDER, INC.	7373	US	NV	LAS VEGAS	89119	6601 BERMUDA ROAD		7028977150	US	NV	LAS VEGAS	89119	6601 BERMUDA ROAD		US	NV	810422894	SCIENTIFIC GAMES CORP	20010427	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:36:00.0	0	1	lnw-20240930_htm.xml	1	
0001635282-24-000173	1635282	RIMINI STREET, INC.	7389	US	NV	LAS VEGAS	89135	1700 S. PAVILION CENTER DR.	SUITE 330	(702) 839-9671	US	NV	LAS VEGAS	89135	1700 S. PAVILION CENTER DR.	SUITE 330	US	DE	364880301	GP INVESTMENTS ACQUISITION CORP.	20150227	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241030	2024-10-30 06:35:00.0	0	1	rmni-20240930_htm.xml	1	
0001493152-24-044747	1904286	MIRA PHARMACEUTICALS, INC.	2834	US	FL	MIAMI	33131	1200 BRICKELL AVENUE	SUITE 1950 #1183	813-369-5150	US	FL	TAMPA	33606	324 SOUTH HYDE PARK AVENUE, SUITE 350		US	FL	853354547	MIRA1A THERAPEUTICS, INC.	20220112	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:06:00.0	0	1	form10-q_htm.xml	1	
0001558370-24-015313	1814114	ORCHESTRA BIOMED HOLDINGS, INC.	3841	US	PA	NEW HOPE	18938	150 UNION SQUARE DRIVE		646-343-9298	US	PA	NEW HOPE	18938	150 UNION SQUARE DRIVE		US	DE	000000000	HEALTH SCIENCES ACQUISITIONS CORP 2	20200603	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:06:00.0	0	1	obio-20240930x10q_htm.xml	1	
0001558370-24-014765	1679049	INTERNATIONAL SEAWAYS, INC.	4400	US	NY	NEW YORK	10016	600 THIRD AVENUE	39TH FLOOR	2129534100	US	NY	NEW YORK	10016	600 THIRD AVENUE	39TH FLOOR	MH		980467117	OSG INTERNATIONAL, INC	20160707	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 08:16:00.0	0	1	insw-20240930x10q_htm.xml	1	
0000950170-24-122353	315131	PHX MINERALS INC.	1311	US	TX	FORT WORTH	76107	1320 SOUTH UNIVERSITY DRIVE	SUITE 720	4059481560	US	TX	FORT WORTH	76107	1320 SOUTH UNIVERSITY DRIVE	SUITE 720	US	DE	731055775	PANHANDLE OIL & GAS INC	20070509	4-NON	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 16:20:00.0	0	1	phx-20240930_htm.xml	1	
0001654954-24-015592	1168981	CORDOVACANN CORP.	7900	CA	ON	TORONTO	M5V 0R2	217 QUEEN STREET WEST	SUITE 401	(416) 843-2881	CA	ON	TORONTO	M5V 0R2	217 QUEEN STREET WEST	SUITE 401	CA	ON	000000000	LIVEREEL MEDIA CORP	20061201	4-NON	0	0630	20-F	20240630	2024	FY	20241216	2024-12-16 13:07:00.0	0	1	lvrlf_20f_htm.xml	1	
0001171843-24-006828	799850	AMERICAS CARMART INC	5500	US	AR	ROGERS	72756	1805 NORTH 2ND STREET	SUITE 401	(479) 464-9944	US	AR	ROGERS	72756	1805 NORTH 2ND STREET	SUITE 401	US	TX	630851141	CROWN GROUP INC /TX/	19971022	2-ACC	0	0430	10-Q	20241031	2025	Q2	20241209	2024-12-09 16:41:00.0	0	1	crmt20241031_10q_htm.xml	1	
0001048477-24-000152	1048477	BIOMARIN PHARMACEUTICAL INC	2834	US	CA	NOVATO	94949	105 DIGITAL DRIVE		4155066700	US	CA	NOVATO	94949	105 DIGITAL DRIVE		US	DE	680397820			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241031	2024-10-31 15:01:00.0	0	1	bmrn-20240930_htm.xml	1	
0000950170-24-114762	862692	CRYO CELL INTERNATIONAL INC	8090	US	FL	OLDSMAR	34677	700 BROOKER CREEK BLVD	SUITE 1800	813-749-2104	US	FL	OLDSMAR	34677	700 BROOKER CREEK BLVD	SUITE 1800	US	DE	223023093			4-NON	0	1130	10-Q	20240831	2024	Q3	20241015	2024-10-15 17:18:00.0	0	1	ccel-20240831_htm.xml	1	
0001437749-24-035106	1681903	ICC HOLDINGS, INC.	6331	US	IL	ROCK ISLAND	61201	225 20TH STREET		309-793-1700	US	IL	ROCK ISLAND	61201	225 20TH STREET		US	PA	813359409			4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 10:05:00.0	0	1	icch20240930c_10q_htm.xml	1	
0001437749-24-032536	1442145	VERISK ANALYTICS, INC.	7374	US	NJ	JERSEY CITY	07310-1686	545 WASHINGTON BOULEVARD		201-469-2000	US	NJ	JERSEY CITY	07310-1686	545 WASHINGTON BOULEVARD		US	DE	262994223			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241030	2024-10-30 07:19:00.0	0	1	vrsk20240930_10q_htm.xml	1	
0000105418-24-000057	105418	WEIS MARKETS INC	5411	US	PA	SUNBURY	17801	1000 S SECOND ST	PO BOX 471	570-286-4571	US	PA	SUNBURY	17801	1000 S SECOND ST	PO BOX 471	US	PA	240755415			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 11:56:00.0	0	1	wmk-20240928x10q_htm.xml	1	
0000950170-24-118598	894315	SITE CENTERS CORP.	6798	US	OH	BEACHWOOD	44122	3300 ENTERPRISE PARKWAY		2167555500	US	OH	BEACHWOOD	44122	3300 ENTERPRISE PARKWAY		US	OH	341723097	DDR CORP	20110914	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241030	2024-10-30 08:00:00.0	0	1	sitc-20240930_htm.xml	1	
0001829126-24-007497	1860879	RIGEL RESOURCE ACQUISITION CORP.	6770	US	NY	NEW YORK	10018	C/O ORION RESOURCE PARTNERS (USA) LP	7 BRYANT PARK	(212) 596-3511	US	NY	NEW YORK	10018	C/O ORION RESOURCE PARTNERS (USA) LP	7 BRYANT PARK			000000000			4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 11:19:00.0	0	1	rigelresources_10q_htm.xml	1	
0001794515-24-000185	1794515	ZOOMINFO TECHNOLOGIES INC.	7372	US	WA	VANCOUVER	98660	805 BROADWAY ST	SUITE 900	800-914-1220	US	WA	VANCOUVER	98660	805 BROADWAY ST	SUITE 900	US	DE	873037521			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 17:18:00.0	0	1	zi-20240930_htm.xml	1	
0001493152-24-044262	1782430	STRAWBERRY FIELDS REIT, INC.	6798	US	IN	SOUTH BEND	46628	6101 NIMTZ PARKWAY		(574) 807-0800	US	IL	CHICAGO	60659	5683 NORTH LINCOLN AVE.		US	MD	842336054			4-NON	0	1231	10-Q	20240930	2024	Q3	20241108	2024-11-08 16:06:00.0	0	1	form10-q_htm.xml	1	
0001835256-24-000045	1835256	DUCKHORN PORTFOLIO, INC.	2080	US	CA	SAINT HELENA	94574	1201 DOWDELL LANE		707-963-7108	US	CA	SAINT HELENA	94574	1201 DOWDELL LANE		US	DE	000000000	MALLARD INTERMEDIATE, INC.	20201207	2-ACC	0	0731	10-Q	20241031	2025	Q1	20241205	2024-12-05 16:17:00.0	0	1	napa-20241031_htm.xml	1	
0000856982-24-000096	856982	MERIT MEDICAL SYSTEMS INC	3841	US	UT	SOUTH JORDAN	84095	1600 WEST MERIT PARK WAY		8012531600	US	UT	SOUTH JORDAN	84095	1600 WEST MERIT PARKWAY		US	UT	870447695			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241030	2024-10-30 16:25:00.0	0	1	mmsi-20240930x10q_htm.xml	1	
0000950170-24-119787	1362004	ICF INTERNATIONAL, INC.	8742	US	VA	RESTON	20190	1902 RESTON METRO PLAZA		(703) 934-3000	US	VA	RESTON	20190	1902 RESTON METRO PLAZA		US	DE	223661438			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241101	2024-11-01 06:01:00.0	0	1	icfi-20240930_htm.xml	1	
0000950170-24-126735	1832038	INVIVYD, INC.	2836	US	MA	WALTHAM	02451	1601 TRAPELO ROAD	SUITE 178	(781) 819-0080	US	MA	WALTHAM	02451	1601 TRAPELO ROAD	SUITE 178	US	DE	851403134	ADAGIO THERAPEUTICS, INC.	20201112	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 07:24:00.0	0	1	ivvd-20240930_htm.xml	1	
0000052988-24-000065	52988	JACOBS SOLUTIONS INC.	1600	US	TX	DALLAS	75201	1999 BRYAN STREET, SUITE 3500		214-583-8500	US	TX	DALLAS	75201	1999 BRYAN STREET, SUITE 3500		US	DE	954081636	JACOBS ENGINEERING GROUP INC /DE/	19920703	1-LAF	1	0930	10-K	20240930	2024	FY	20241125	2024-11-25 06:37:00.0	0	1	jec-20240927_htm.xml	1	
0001558370-24-013150	1325670	PRIMIS FINANCIAL CORP.	6022	US	VA	MCLEAN	22102	1676 INTERNATIONAL DRIVE SUITE 900		(703) 893-7400	US	VA	MCLEAN	22102	1676 INTERNATIONAL DRIVE SUITE 900		US	VA	201417448	SOUTHERN NATIONAL BANCORP OF VIRGINIA INC	20050502	2-ACC	0	1231	10-K/A	20221231	2022	FY	20241004	2024-10-04 16:01:00.0	0	1	frst-20221231x10ka_htm.xml	1	
0000950170-24-125420	1658247	CRINETICS PHARMACEUTICALS, INC.	2834	US	CA	SAN DIEGO	92121	10222 BARNES CANYON ROAD, BLDG. #2		858-450-6464	US	CA	SAN DIEGO	92121	10222 BARNES CANYON ROAD, BLDG. #2		US	DE	263744114			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:15:00.0	0	1	crnx-20240930_htm.xml	1	
0000950170-24-124595	1631574	WAVE LIFE SCIENCES LTD.	2834	SG		SINGAPORE	018936	7 STRAITS VIEW	#12-00, MARINA ONE EAST TOWER	617-949-2900	US	MA	CAMBRIDGE	02138	733 CONCORD AVENUE		SG		000000000	WAVE LIFE SCIENCES LTD.	20170516	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 07:40:00.0	0	1	wve-20240930_htm.xml	1	
0001193125-24-267259	2033383	CSLM HOLDINGS INC.		US	FL	FORT LAUDERDALE	33308	2400 EAST COMMERCIAL BOULEVARD	SUITE 900	954-315-9381	US	FL	FORT LAUDERDALE	33308	2400 EAST COMMERCIAL BOULEVARD	SUITE 900	US	DE	000000000			4-NON	0	1231	S-4	20240930			20241127	2024-11-27 17:17:00.0	0	1	d863488ds4_htm.xml	2	1611993
0001558370-24-014084	830616	SCI ENGINEERED MATERIALS, INC.	3620	US	OH	COLUMBUS	43228	2839 CHARTER STREET		6144860261	US	OH	COLUMBUS	43228	2839 CHARTER STREET				311210318	SUPERCONDUCTIVE COMPONENTS INC	20000918	4-NON	0	1231	10-Q	20240930	2024	Q3	20241101	2024-11-01 08:01:00.0	0	1	scia-20240930x10q_htm.xml	1	
0001274494-24-000038	1274494	FIRST SOLAR, INC.	3674	US	AZ	TEMPE	85288	350 WEST WASHINGTON STREET	SUITE 600	(602) 414-9300	US	AZ	TEMPE	85288	350 WEST WASHINGTON STREET	SUITE 600	US	DE	204623678	FIRST SOLAR HOLDINGS LLC	20031229	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241029	2024-10-29 16:13:00.0	0	1	fslr-20240930_htm.xml	1	
0001804220-24-000040	872589	REGENERON PHARMACEUTICALS, INC.	2834	US	NY	TARRYTOWN	10591	777 OLD SAW MILL RIVER ROAD		9148477000	US	NY	TARRYTOWN	10591	777 OLD SAW MILL RIVER ROAD		US	NY	133444607	REGENERON PHARMACEUTICALS INC	19930328	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241031	2024-10-31 07:17:00.0	0	1	regn-20240930_htm.xml	1	
0001683168-24-008104	1933359	NATICS CORP.	7374	IL		REHOVOT	7623101	APP 6, YEHUDA GORODISKI 1		130-722-20096	IL		REHOVOT	7623101	APP 6, YEHUDA GORODISKI 1		US	WY	981660105			4-NON	0	0430	10-Q	20241031	2025	Q2	20241114	2024-11-14 15:45:00.0	0	1	natics_i10q-103124_htm.xml	1	
0001437749-24-035081	1395585	FIRST TRINITY FINANCIAL CORP	6311	US	OK	TULSA	74133	7633 EAST 63RD PLACE, SUITE 230		918-249-2438	US	OK	TULSA	74133	7633 EAST 63RD PLACE, SUITE 230		US	OK	341991436			4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 09:06:00.0	0	1	ftfc20240930_10q_htm.xml	1	
0001043337-24-000121	1043337	STONERIDGE INC	3714	US	MI	NOVI	48377	39675 MACKENZIE DRIVE	SUITE 400	2484899300	US	MI	NOVI	48377	39675 MACKENZIE DRIVE	SUITE 400	US	OH	341598949			2-ACC	0	1231	10-Q	20240930	2024	Q3	20241030	2024-10-30 17:10:00.0	0	1	sri-20240930_htm.xml	1	
0001628280-24-044208	1786431	REYNOLDS CONSUMER PRODUCTS INC.	2673	US	IL	LAKE FOREST	60045	1900 W. FIELD COURT		800-879-5067	US	IL	LAKE FOREST	60045	1900 W. FIELD COURT		US	DE	453464426			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241030	2024-10-30 09:15:00.0	0	1	reyn-20240930_htm.xml	1	
0000879635-24-000203	879635	MID PENN BANCORP INC	6022	US	PA	HARRISBURG	17110	2407 PARK DRIVE		8666427736	US	PA	HARRISBURG	17110	2407 PARK DRIVE		US	PA	251666413			2-ACC	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 16:08:00.0	0	1	mpb-20240930_htm.xml	1	
0001828108-24-000140	1828108	AURORA INNOVATION, INC.	7373	US	PA	PITTSBURGH	15222	1654 SMALLMAN ST.		(888) 583-9506	US	PA	PITTSBURGH	15201	50 33RD ST		US	DE	981562265	REINVENT TECHNOLOGY PARTNERS Y	20201210	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241031	2024-10-30 18:09:00.0	0	1	aur-20240930_htm.xml	1	
0001493152-24-045198	771999	DSS, INC.	2650	US	NY	WEST HENRIETTA	14586	275 WIREGRASS PKWY		585 232 1500	US	NY	WEST HENRIETTA	14586	275 WIREGRASS PKWY		US	NY	161229730	DOCUMENT SECURITY SYSTEMS INC	20030326	4-NON	0	1231	10-Q	20240930	2024	Q3	20241113	2024-11-13 17:16:00.0	0	1	form10-q_htm.xml	1	
0001731122-24-001808	1855509	TWIN VEE POWERCATS, CO.	3730	US	FL	FT. PIERCE	34982	3101 S. FEDERAL HIGHWAY		772-429-2525	US	FL	FT. PIERCE	34982	3101 S. FEDERAL HIGHWAY				271417610			4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 16:16:00.0	0	1	e6124_10-q_htm.xml	1	
0001116132-24-000023	1116132	TAPESTRY, INC.	3100	US	NY	NEW YORK	10001	10 HUDSON YARDS		2129468400	US	NY	NEW YORK	10001	10 HUDSON YARDS		US	MD	522242751	COACH INC	20000605	1-LAF	0	0630	10-Q	20240930	2025	Q1	20241107	2024-11-07 06:48:00.0	0	1	tpr-20240928_htm.xml	1	
0000950170-24-125099	1803696	ADEIA INC.	4841	US	CA	SAN JOSE	95134	3025 ORCHARD PARKWAY		(408) 473-2500	US	CA	SAN JOSE	95134	3025 ORCHARD PARKWAY		US	DE	000000000	XPERI HOLDING CORP	20200529	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 14:00:00.0	0	1	adea-20240930_htm.xml	1	
0000832428-24-000045	832428	E.W. SCRIPPS CO	4833	US	OH	CININNATI	45202	312 WALNUT STREET		5139773000	US	OH	CINCINNATI	45202	312 WALNUT STREET		US	OH	311223339	SCRIPPS E W CO /DE	19920703	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241105	2024-11-05 14:56:00.0	0	1	ssp-20240930_htm.xml	1	
0001493152-24-038912	1973368	SRIVARU HOLDING LTD	3711	KY		GRAND CAYMAN	KY1-1006	WEST BAY ROAD	P.O. BOX 10655	(888) 227-8066	KY		GRAND CAYMAN	KY1-1006	WEST BAY ROAD	P.O. BOX 10655	KY		000000000			4-NON	0	0331	F-1	20240331			20241001	2024-10-01 06:55:00.0	1	1	formf-1_htm.xml	1	
0000950170-24-127034	1802450	MSP RECOVERY, INC.	7374	US	FL	MIAMI	33146	3150 SW 38TH AVENUE	SUITE 1100	305.614.2222	US	FL	MIAMI	33146	3150 SW 38TH AVENUE	SUITE 1100			844117825	LIONHEART ACQUISITION CORP. II	20200724	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 16:06:00.0	0	1	lifw-20240930_htm.xml	1	
0000048465-24-000051	48465	HORMEL FOODS CORP /DE/	2011	US	MN	AUSTIN	55912-3680	1 HORMEL PL		(507) 437-5611	US	MN	AUSTIN	55912-3680	1 HORMEL PLACE		US	DE	410319970	HORMEL GEO A & CO	19920703	1-LAF	1	1031	10-K	20241031	2024	FY	20241205	2024-12-05 14:40:00.0	0	1	hrl-20241027_htm.xml	1	
0001437749-24-035336	1017655	PAID INC	7389	US	MA	WESTBOROUGH	01581	200 FRIBERG PARKWAY	SUITE 4004	617-861-6050	US	MA	WESTBOROUGH	01581	200 FRIBERG PARKWAY	SUITE 4004	US	DE	731479833	SALES ONLINE DIRECT INC	19990525	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 16:31:00.0	0	1	payd20240930_10q_htm.xml	1	
0000950170-24-127841	730272	REPLIGEN CORP	2836	US	MA	WALTHAM	02453	41 SEYON STREET	BUILDING 1, SUITE 100	7814499560	US	MA	WALTHAM	02453	41 SEYON STREET	BUILDING 1, SUITE 100	US	DE	042729386			1-LAF	0	1231	10-Q/A	20230930	2023	Q3	20241118	2024-11-18 12:05:00.0	0	1	rgen-20230930_htm.xml	1	
0000950170-24-122303	1628171	REVOLUTION MEDICINES, INC.	2836	US	CA	REDWOOD CITY	94063	700 SAGINAW DR		415-766-3638	US	CA	REDWOOD CITY	94063	700 SAGINAW DR		US	DE	472029180			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 16:10:00.0	0	1	rvmd-20240930_htm.xml	1	
